Name of the Municiplaity/corporation,Ward No.,Ward reserved for,Total No. of Voters including service voters in the ward,Total Votes Polled (excluding PBs) in the ward,No. of Postal Ballots Polled in the ward,No. of Tendered Votes Polled in the ward,No. of Valid Votes (including PBs) in the ward,No. of Rejected Votes Polled (including PBs) in the ward,No. of Votes Polled to NOTA (including PBs) in the ward,Sl.No. of the Candidate in the ward,Name of the Contesting Candidate in the ward,No. of Valid Votes Secured (including PBs) by the candidate,Party Affiliation if any,Result
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,4,A YESHWANTH,10617,BJP,
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,5,E VIJAY KUMAR GOUD,14800,TRS,Elected
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,6,SHAIK NADEEM,665,CPI,
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,7,GURRAM RAJSHEKAR,55,INDEPENDENT,
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,8,B BALRAJ GOUD,9,INDEPENDENT,
GHMC,Ward 83 - Amberpet,BC(G),56162,28715,42,0,27402,1133,222,9,SHAIK ABDUL REHAN,84,INDEPENDENT,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,1,KUCHALAKANTI PADMAVATHI,9037,TRS,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,2,Nalla Radhika,324,TDP,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,3,B. Padma Venkat Reddy,12836,BJP,Elected
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,4,Y. Vara Laxmi,532,CPM,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,5,SAMBULA USHASRI,1352,INC,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,6,Asma Begum,61,IPBP,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,7,Arukala Vaishnavi,140,INDEPENDENT,
GHMC,Ward 84 - Bagh amberpet,UR(W),55209,25577,11,0,24477,877,234,8,Kenchey Sucharitha,195,INDEPENDENT,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,1,KAVITHA JAMBICA,1214,INC,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,2,M CHITRA,325,TDP,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,3,SUNITHA PRAKASH GOUD.C,7830,BJP,Elected
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,4,B HEMALATHA,7603,TRS,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,5,P ANUSHA,23,INDEPENDENT,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,6,YELIGETI SHYAMALA,145,INDEPENDENT,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,7,KASARAM SRAVANTHI,18,INDEPENDENT,
GHMC,Ward 85 - Adikmet,UR(W),40501,17816,8,0,17173,386,265,8,BITTLA SOUJANYA,15,INDEPENDENT,
GHMC,Ward 86 - Musheerabad,BC(W),48786,23828,3,0,23156,455,220,1,EDLA BHAGYALAXMI,9811,TRS,
GHMC,Ward 86 - Musheerabad,BC(W),48786,23828,3,0,23156,455,220,2,PATNAM SWAPNA,770,INC,
GHMC,Ward 86 - Musheerabad,BC(W),48786,23828,3,0,23156,455,220,3,M.SUPRIYA,12551,BJP,Elected
GHMC,Ward 86 - Musheerabad,BC(W),48786,23828,3,0,23156,455,220,4,VANGALA VARUDHINI,24,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,1,AVULA LOKANANDAM,1670,INC,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,2,KUNTLURU RAVI KUMAR,9819,BJP,Elected
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,3,P. BALARAJ GOUD,355,TDP,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,4,MADDELA DASHARATHAM,271,CPM,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,5,VIPPA SRINIVAS REDDY,9291,TRS,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,6,JASHWANTH KUMAR SHANKAR DAS,14,TJSP,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,7,RAVI BATHULA,11,HINDJP,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,8,KRUPAVARAM GANDU,124,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,9,D.DURGA PRASAD,37,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,10,T NAVEEN KUMAR MUDIRAJ,32,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,11,PIDISHETTY PRAVEEN CHANDRA,4,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,12,U.PRAVEEN KUMAR,5,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,13,K.V.N PRASAD,43,INDEPENDENT,
GHMC,Ward 87 - Ramnagar,UR(G),49569,22342,9,0,21720,324,307,14,V.VENKAT REDDY,44,INDEPENDENT,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,1,GHOUSE UDDIN MOHD,9048,AIMIM,Elected
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,2,Bingi Naveen Kumar,6437,TRS,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,3,MOHAMMED WAJID HUSSAIN,4396,INC,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,4,Mohammed Zaheeruddin Samar,93,TDP,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,5,R.VISHWESHWARAIAH,5125,BJP,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,6,NOOR ULHASAN,27,INDEPENDENT,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,7,MD. MAHBOOB HUSSAIN,24,INDEPENDENT,
GHMC,Ward 88 - Bholakpur,BC(G),53542,26131,6,0,25181,853,103,8,SANA ULLAH,31,INDEPENDENT,
GHMC,Ward 89 - Gandhinagar,UR(W),48041,19291,10,0,18565,430,306,1,AENUGULA PAVANI,9731,BJP,Elected
GHMC,Ward 89 - Gandhinagar,UR(W),48041,19291,10,0,18565,430,306,2,G.CHANDRAKALA,1563,INC,
GHMC,Ward 89 - Gandhinagar,UR(W),48041,19291,10,0,18565,430,306,3,MUTA PADMA NARESH,7155,TRS,
GHMC,Ward 89 - Gandhinagar,UR(W),48041,19291,10,0,18565,430,306,4,MERUGU RAJITHA,64,TJSP,
GHMC,Ward 89 - Gandhinagar,UR(W),48041,19291,10,0,18565,430,306,5,TALARI SAI DEEPIKA,52,INDEPENDENT,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,1,GUNTI SHOBHA RANI,297,TDP,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,2,NAKARAKANTI KAVITHA MAHESH,1454,INC,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,3,RACHANA SRI GODCHALA,11562,BJP,Elected
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,4,LASYA NANDITHA. G,10085,TRS,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,5,DIVYA PALLY,45,TJSP,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,6,kalpana godchal,6,INDEPENDENT,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,7,NIMMA MADHAVI LATHA,51,INDEPENDENT,
GHMC,Ward 90 - Kavadiguda,SC(W),51579,24301,12,0,23594,415,304,8,LATHA CHAVLA,94,INDEPENDENT,
GHMC,Ward 91 - Khairtabad,UR(W),55231,25438,10,0,24610,639,199,1,P. CHANDRA MANI,523,TDP,
GHMC,Ward 91 - Khairtabad,UR(W),55231,25438,10,0,24610,639,199,2,JAVERIA BEGUM,1473,INC,
GHMC,Ward 91 - Khairtabad,UR(W),55231,25438,10,0,24610,639,199,3,P. VIJAYA REDDY,12577,TRS,Elected
GHMC,Ward 91 - Khairtabad,UR(W),55231,25438,10,0,24610,639,199,4,S. VEENA MADHURI,10037,BJP,
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,1,B.UMA,5814,BJP,
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,2,MANNE KAVITHA REDDY,12966,TRS,Elected
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,3,B.RAMYA,1037,INC,
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,4,D.SWAPNA,530,TDP,
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,5,ASRA FATHIMA,205,INDEPENDENT,
GHMC,Ward 92 - Venkateshwara colony,UR(W),46164,21242,12,0,20561,552,141,6,FOUZIA KHANAM,9,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,1,BADDAM MAHIPAL REDDY,9446,BJP,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,2,RATHOD DHANRAJ,2069,INC,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,3,VIJAYA LAXMI R GADWAL,10227,TRS,Elected
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,4,SUJATHA .S,326,TDP,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,5,KOMMU VIJAY KUMAR,12,INYJP,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,6,NAKKA RAGHU MUDHIRAJ,8,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,7,NINYALA MADHURI,3,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,8,PRAGATHI MOLAKA,8,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,9,BARLA NAGA RAJU,46,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,10,MOHAMMED ABDUL AZEEM,30,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,11,J. RAJU,156,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,12,RAMA KRISHNA KARIVEDA,7,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,13,RAMULU KOTA,6,INDEPENDENT,
GHMC,Ward 93 - Banjara hills,UR(G),49889,23279,7,0,22355,126,805,14,LINGALA LAXMAN RAO,11,INDEPENDENT,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,1,CHERKA MAHESH,9045,BJP,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,2,MOHAMMED RASHED FARAZUDDIN,13412,AIMIM,Elected
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,3,SHAIK SHAMSUDDIN AHMED,52,CPI,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,4,N SATYANARAYANA YADAV,3339,TRS,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,5,SYED NIZAMUDDIN,1000,INC,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,6,MOHAMMED ABDUL QAYOOM,36,BMP,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,7,MOHD SHAIK ZUBAIRUDDIN,45,WPI,
GHMC,Ward 94 - Shaikpet,UR(G),63982,27541,2,0,26935,168,440,8,MOHAMMED ABUBAKAR PARWAIZ SIDDIQUI,6,INDEPENDENT,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,1,KAJA SURYANARAYANA,9627,TRS,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,2,DEETI VAMSHI KRISHNA,1403,INC,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,3,DEVABHAKTUNI KRISHNA KUMARI,140,CPI,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,4,M . NARASIMHULU,849,TDP,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,5,VENKATESH DERANGULA,10406,BJP,Elected
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,6,KARAN MAHANT,10,INYJP,
GHMC,Ward 95 - Jubilee hills,UR(G),50002,23116,3,0,22472,461,186,7,B . SOLOMAN RAJU,37,INDEPENDENT,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,1,ILAPAKA SATHYANARAYANA,1060,INC,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,2,K GANAGA RAJU,7513,BJP,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,3,BANDARI RAJ KUMAR,9835,TRS,Elected
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,4,RAMESH KUMAR,831,TDP,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,5,SAROJ GANGARAM CHINTAL,17,MJP,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,6,ILAPAKA SRILAXMI,4,INDEPENDENT,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,7,SHAIK KHALED BASHA,131,INDEPENDENT,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,8,GAJULA KAILASAM,24,INDEPENDENT,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,9,BALRANGA MOHAN RAO AVVARU,20,INDEPENDENT,
GHMC,Ward 96 - Yousufguda,UR(G),60122,19859,16,0,19440,230,205,10,RAHUL DESHPANDE,5,INDEPENDENT,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,1,Madhavi Nasam,1042,TDP,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,2,Vanam Sangeetha,11516,TRS,Elected
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,3,G VIJAYA DURGA GUNTI,7679,BJP,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,4,N Swetha,986,INC,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,5,K Anitha,25,INDEPENDENT,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,6,Dr. Kuna Snehalatha,22,INDEPENDENT,
GHMC,Ward 97 - Somajiguda,UR(W),50685,22116,5,0,21285,692,144,7,DILAWAR HARITHA,15,INDEPENDENT,
GHMC,Ward 98 - Ameerpet,UR(W),48358,18384,5,0,17877,358,154,1,Seshu Kumari.N,7646,TRS,
GHMC,Ward 98 - Ameerpet,UR(W),48358,18384,5,0,17877,358,154,2,Maddipatla Varalakshmi,771,TDP,
GHMC,Ward 98 - Ameerpet,UR(W),48358,18384,5,0,17877,358,154,3,Chukka Sudha,24,INDEPENDENT,
GHMC,Ward 98 - Ameerpet,UR(W),48358,18384,5,0,17877,358,154,4,Ketineni Sarala,8947,BJP,Elected
GHMC,Ward 98 - Ameerpet,UR(W),48358,18384,5,0,17877,358,154,5,C. Shailaja,489,INC,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,1,Kilari Manohar,8065,BJP,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,2,Chittineni Vijaya Sree,1356,TDP,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,3,Jinka Alice,539,INC,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,4,G. Dedeepya,9211,TRS,Elected
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,5,Kolluru Swapna Kumari,33,INDEPENDENT,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,6,Jitta Ramu,32,INDEPENDENT,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,7,Pulicheru Suresh,32,INDEPENDENT,
GHMC,Ward 99 - Vengalrao nagar,UR(G),49118,19812,7,0,19296,301,222,8,Shiva Shankar Manne,28,INDEPENDENT,
GHMC,Ward 100 - Sanathnagar,UR(W),60790,24258,4,0,23588,483,191,1,K JAYA SREE,1033,TDP,
GHMC,Ward 100 - Sanathnagar,UR(W),60790,24258,4,0,23588,483,191,2,KOLANU LAXMI,11665,TRS,Elected
GHMC,Ward 100 - Sanathnagar,UR(W),60790,24258,4,0,23588,483,191,3,K ANNAPURNA,9236,BJP,
GHMC,Ward 100 - Sanathnagar,UR(W),60790,24258,4,0,23588,483,191,4,TANVEER,1435,INC,
GHMC,Ward 100 - Sanathnagar,UR(W),60790,24258,4,0,23588,483,191,5,PERUMALLA VYSHNAVI,219,INDEPENDENT,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,1,Derangula Prasanna,5502,BJP,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,2,Nowsheen Begum,1403,INC,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,3,K.Pallavi,7737,TRS,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,4,Yasmeen Begum,63,CPI,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,5,Shaheen Begum,8971,AIMIM,Elected
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,6,Naseem Begum,13,INDEPENDENT,
GHMC,Ward 101 - Erragadda,BC(W),56113,24315,6,0,23695,411,215,7,Raziya Begum,6,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,1,Kolan Venkatesh,5276,BJP,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,2,Jakati Swamy,202,CPM,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,3,C.N. REDDY,14972,TRS,Elected
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,4,B Shiva Shankar,4209,INC,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,5,Md. Suleman,3323,AIMIM,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,6,Jarepotula Parsuharam,9,HINDJP,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,7,Eddu Albert Kuresh,26,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,8,Kasala Arun Kumar,5,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,9,Farheen Begum,57,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,10,Mohammed Burraq Parvez,9,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,11,Malapuli Jagadishwar Kumar,100,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,12,A Veeramani,50,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,13,Surender Lingamdenne K,17,INDEPENDENT,
GHMC,Ward 102 - Rahmath nagar,UR(G),64558,29147,7,0,28283,703,168,14,Sowbhagya laxmi saranga,28,INDEPENDENT,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,1,G ARUN RAJU,178,TDP,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,2,MD BABA FASIUDDIN,14326,TRS,Elected
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,3,MANDHUVADA SRINIVAS GOUD,5162,BJP,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,4,SHAIK MUNEER,421,AIMIM,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,5,SHAIK SHAREEF,961,INC,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,6,KAVITHA CH,3,INDEPENDENT,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,7,THOUTA KRISHNA,127,INDEPENDENT,
GHMC,Ward 103 - Borabanda,BC(G),45309,21696,1,0,21193,397,107,8,M PRASANNA KUMARI,15,INDEPENDENT,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,1,Kanaka Maimidi Srisailam Goud,78,CPI,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,2,Gangala Mahipal Yadav,1372,INC,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,3,M Raghunath,10772,BJP,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,4,Shaik Hameed,14758,TRS,Elected
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,5,Siraj SD,604,TDP,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,6,Janapala Durga Prasad,22,INDEPENDENT,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,7,Sheik Sajeeda Bagum,61,INDEPENDENT,
GHMC,Ward 104 - Kondapur,UR(G),69455,28740,14,0,27730,349,675,8,M Haris Sagar,63,INDEPENDENT,
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,1,Arakala Bharath Kumar,951,INC,
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,2,V.Gangadhar Reddy,10602,BJP,Elected
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,3,K.Sai Baba,9467,TRS,
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,4,Arshala Raju,39,DBP,
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,5,P.Chandra Mouli,34,INDEPENDENT,
GHMC,Ward 105 - Gachibowli,UR(G),50814,21906,3,0,21140,562,207,6,Sangam Praveen Kumar goud,47,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,1,Madupathi Shiva Kumar,597,INC,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,2,Yaseen Basha R,40,AIFB,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,3,K.Yellesh,11468,BJP,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,4,Yeruva Samba Shiva Goud,551,TDP,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,5,Ragam Nagender Yadav,12911,TRS,Elected
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,6,Madhusudhan Daivapooja,23,MCPIU,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,7,Gunji Vasu,25,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,8,Nallaganti Mallesham,9,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,9,M.Prem Kumar,88,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,10,B.Vijaya Lakshmi,122,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,11,K.Srinivas,8,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,12,D.Satish Kumar,195,INDEPENDENT,
GHMC,Ward 106 - Serilingampally,UR(G),65520,27068,15,0,26073,727,283,13,Samuel Gowripaga,36,INDEPENDENT,
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,1,GANGALA RADHAKRISHNA YADAV,6767,BJP,
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,2,V. JAGADEESHWAR GOUD,13672,TRS,Elected
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,3,SRI. THANNERU PRASAD,1005,TDP,
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,4,SRI. D. NAGESH,481,INC,
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,5,SRI. AREPALLI SAMBASIVA RAO,11,INDEPENDENT,
GHMC,Ward 107 - Madhapur,UR(G),58126,22410,3,0,21957,314,142,6,SRI. SHAIK WAHEED,21,INDEPENDENT,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,1,Uppalapati Sreekanth,9735,TRS,Elected
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,2,Bondalpati Sudhakar,1076,TDP,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,3,Mohd Ileyas Shareef,1642,INC,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,4,K Raghavender Rao,7534,BJP,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,5,Muralikrishna Goud,625,MCPIU,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,6,Srinivas K,7,MCPIU,
GHMC,Ward 108 - Miyapur,UR(G),58165,21137,4,0,20642,313,186,7,Santosh Reddy Thoutreddy,23,TRS,
GHMC,Ward 109 - Hafeezpet,UR(W),70479,27744,4,0,27031,434,283,1,KURRA DHANA LAKSHMI,1474,TDP,
GHMC,Ward 109 - Hafeezpet,UR(W),70479,27744,4,0,27031,434,283,2,V.PUJITHA,15039,TRS,Elected
GHMC,Ward 109 - Hafeezpet,UR(W),70479,27744,4,0,27031,434,283,3,BOINI ANUSHA YADAV,9850,BJP,
GHMC,Ward 109 - Hafeezpet,UR(W),70479,27744,4,0,27031,434,283,4,J.RENUKA,630,INC,
GHMC,Ward 109 - Hafeezpet,UR(W),70479,27744,4,0,27031,434,283,5,SULTANA BEGUM,38,MCPIU,
